,Make,Model,Year,Mileage,Transmission,Engine,Exterior Color,Interior Color,MPG,Fuel Type,Drive Type,Location (City),Location (State),Style,Condition (Accidents),Options Level,Bed Length,Price
16489,Chevrolet,['Equinox'],2019.0,"32,735",Automatic,,Silver Ice Metallic,Medium Ash Gray,25 cty / 30 hwy,Gas,AWD,Blue Mound,TX,LT with 1LT AWD,0 reported accidents,Minimal Options,,"16,990"
16490,Volvo,['S40'],2011.0,"135,601",Automatic,,Silver,Black,21 cty / 30 hwy,Gas,FWD,Raleigh,NC,2.5L Turbo FWD,0 reported accidents,Standard,,"4,995"
16491,Chevrolet,['Cruze'],2017.0,"28,333",Automatic,,Summit White,Jet Black,29 cty / 39 hwy,Gas,FWD,Littleton,CO,,0 reported accidents,Fully Loaded,,"14,294"
16492,Ford,['Fusion'],2019.0,"35,680",Automatic,2.0L Inline-4 Hybrid,Gray,Medium Light Stone,43 cty / 41 hwy,Hybrid,FWD,Omaha,NE,Hybrid SE FWD,0 reported accidents,Standard,,"15,500"
16493,Ford,['Explorer'],2017.0,"35,644",Automatic,2.3L V-4 Gas Turbocharged,,Medium Light Camel,17 cty / 24 hwy,Gas,FWD,Blue Mound,TX,XLT FWD,0 reported accidents,Standard,,"22,590"
16494,Ford,"['Econoline', 'Wagon']",2014.0,"47,075",Automatic,5.4L V-8 Gas,Oxford White,Medium Flint,11 cty / 15 hwy,Gas,RWD,Columbus,GA,E-350 Super Duty XLT,0 reported accidents,Standard,,"14,000"
16495,Nissan,['Versa'],2018.0,"39,385",Automatic,1.6L Inline-4 Gas,Brilliant Silver,Charcoal,31 cty / 39 hwy,Gas,FWD,Azusa,CA,SV CVT,0 reported accidents,Standard,,"8,199"
16496,Mercedes-Benz,['C-Class'],2015.0,"78,722",Automatic,,Black,Beige,24 cty / 31 hwy,Gas,AWD,Perkasie,PA,C 300 Sedan 4MATIC,1 reported accidents,Standard,,"13,901"
16497,Nissan,['Pathfinder'],2019.0,"34,096",Automatic,3.5L V-6 Gas,Glacier White,Charcoal,19 cty / 26 hwy,Gas,4WD,Petaluma,CA,SL 4WD,0 reported accidents,Standard,,"24,990"
16498,Nissan,['Altima'],2019.0,"31,673",Automatic,2.5L Inline-4 Gas,,Charcoal,28 cty / 39 hwy,Gas,FWD,Albuquerque,NM,SL FWD,0 reported accidents,Standard,,"19,700"
16499,Ford,['Escape'],2017.0,"50,295",Automatic,,,Charcoal Black,22 cty / 28 hwy,Gas,4WD,Fargo,ND,Titanium 4WD,0 reported accidents,Fully Loaded,,"18,258"
16500,Kia,['Optima'],2017.0,"34,134",Automatic,2.4L Inline-4 Gas,Aurora Black,Black,25 cty / 36 hwy,Gas,FWD,Charleston,SC,LX,0 reported accidents,Fully Loaded,,"12,279"
16501,Nissan,['Altima'],2017.0,"104,968",Automatic,2.5L Inline-4 Gas,Gun Metallic,Charcoal,27 cty / 39 hwy,Gas,FWD,Dallas,TX,2.5 S,1 reported accidents,Standard,,"9,995"
16502,Nissan,['Rogue'],2019.0,"21,593",Automatic,2.5L Inline-4 Gas,,Charcoal,25 cty / 32 hwy,Gas,AWD,Fort Smith,AR,SV AWD,0 reported accidents,Minimal Options,,"19,998"
16503,Cadillac,['Escalade'],2007.0,"126,511",Automatic,6.2L V-8 Gas,,Beige,13 cty / 19 hwy,Gas,AWD,Evanston,IL,AWD,0 reported accidents,Standard,,"9,500"
16504,Ford,['Fusion'],2019.0,"43,255",Automatic,,Agate Black,Ebony,20 cty / 29 hwy,Gas,AWD,Arlington,TX,Titanium AWD,0 reported accidents,Standard,,"16,799"
16505,Ford,['Fiesta'],2019.0,"19,638",Automatic,1.6L Inline-4 Gas,Oxford White,Charcoal Black,27 cty / 35 hwy,Gas,FWD,Phoenix,AZ,SE Sedan,0 reported accidents,Standard,,"10,997"
16506,Hyundai,['Elantra'],2019.0,"32,668",Automatic,2.0L Inline-4 Gas,Phantom Black,Black,28 cty / 37 hwy,Gas,FWD,Corpus Christi,TX,SEL 2.0L Automatic,0 reported accidents,Minimal Options,,"14,708"
16507,Kia,['Forte'],2017.0,"56,000",Automatic,2.0L Inline-4 Gas,Aurora Black,Black,29 cty / 38 hwy,Gas,FWD,Birmingham,AL,LX Sedan Automatic,1 reported accidents,Well Equipped,,"9,500"
16508,Ford,['Taurus'],1999.0,"136,580",Automatic,3.0L V-6 Gas,,,20 cty / 28 hwy,Gas,FWD,Port Orange,FL,SE Sedan,0 reported accidents,Standard,,"1,995"
16509,Chevrolet,['Suburban'],2006.0,"215,785",Automatic,8.1L V-8 Gas,Silver,Gray,N/A cty / N/A hwy,Gas,4WD,Duncan,OK,LS 2500 4WD,0 reported accidents,Standard,,"5,999"
16510,Saturn,['VUE'],2006.0,"166,909",Automatic,2.2L Inline-4 Gas,Silver Nickel,Grey,22 cty / 27 hwy,Gas,FWD,Bellevue,NE,FWD Auto,1 reported accidents,Standard,,"3,000"
16511,Chevrolet,['Tahoe'],2019.0,"37,702",Automatic,5.3L V-8 Gas,Summit White,Jet Black,15 cty / 21 hwy,Gas,4WD,Boise,ID,LT 4WD,0 reported accidents,Minimal Options,,"38,999"
16512,Toyota,['Camry'],2019.0,"36,963",Automatic,2.5L Inline-4 Gas,Super White,Black,28 cty / 39 hwy,Gas,FWD,Ardmore,PA,SE Automatic,0 reported accidents,Standard,,"20,665"
16513,Lexus,['GX'],2005.0,"135,756",Automatic,4.7L V-8 Gas,White,Gray,15 cty / 19 hwy,Gas,4WD,Belton,MO,GX 470,1 reported accidents,Standard,,"9,488"
16514,Chevrolet,['Traverse'],2012.0,"98,600",Automatic,3.6L V-6 Gas,Gold Mist Metallic,Ebony,17 cty / 24 hwy,Gas,FWD,Glendale,AZ,LT with 1LT FWD,0 reported accidents,Standard,,"8,000"
16515,Chevrolet,"['Express', 'Passenger']",2019.0,"25,897",Automatic,6.0L V-8 Gas,Summit White,Medium Pewter,N/A cty / N/A hwy,Gas,RWD,Dunn,NC,3500 LT LWB,0 reported accidents,Well Equipped,,"22,975"
16516,Nissan,['Rogue'],2019.0,"26,084",Automatic,2.5L Inline-4 Gas,,Charcoal,26 cty / 33 hwy,Gas,FWD,Houston,TX,SV FWD,0 reported accidents,Standard,,"16,588"
16517,Nissan,['Sentra'],2019.0,"9,563",Automatic,1.8L Inline-4 Gas,Fresh Powder,Charcoal,29 cty / 37 hwy,Gas,FWD,Miami Gardens,FL,SV CVT,1 reported accidents,Minimal Options,,"11,700"
16518,Mercedes-Benz,['CLS'],2006.0,"129,304",Automatic,5.0L V-8 Gas,Black,Black,16 cty / 22 hwy,Gas,RWD,Jacksonville,FL,CLS 600,0 reported accidents,Standard,,"7,991"
16519,Nissan,['Sentra'],2019.0,"18,218",Automatic,1.8L Inline-4 Gas,Red Alert,Charcoal,29 cty / 37 hwy,Gas,FWD,Greatneck,NY,SV CVT,0 reported accidents,Well Equipped,,"10,495"
16520,Jeep,['Cherokee'],2015.0,"70,389",Automatic,3.2L V-6 Gas,,,21 cty / 28 hwy,Gas,4WD,Temple Hills,MD,Latitude 4WD,0 reported accidents,Well Equipped,,"11,449"
16521,Ford,['F-150'],2018.0,"29,966",Automatic,5.0L V-8 Gas,Oxford White,Medium Earth Gray,18 cty / 23 hwy,Gas,4WD,Yerington,NV,XL SuperCrew 5.5\' Box 4WD,0 reported accidents,Standard,Short Bed,"27,900"
16522,Lincoln,['MKX'],2010.0,"66,106",Automatic,3.5L V-6 Gas,,White,18 cty / 25 hwy,Gas,FWD,Ocoee,FL,FWD,0 reported accidents,Standard,,"8,875"
16523,Kia,['Soul'],2016.0,"76,885",Automatic,2.0L Inline-4 Gas,Clear White,Black,24 cty / 31 hwy,Gas,FWD,Branson,MO,+ Automatic,1 reported accidents,Minimal Options,,"9,850"
16524,Ford,['Fusion'],2019.0,"36,556",Automatic,2.0L Inline-4 Hybrid,Magnetic Metallic,Ebony,43 cty / 41 hwy,Hybrid,FWD,Statesboro,GA,Hybrid Titanium FWD,0 reported accidents,Standard,,"18,000"
16525,Ram,"['1500', 'Classic']",2019.0,"16,168",,5.7L V-8 Gas,,Diesel Gray/Black,15 cty / 22 hwy,Gas,RWD,Arlington,TX,,0 reported accidents,Minimal Options,Standard Bed,"25,920"
16526,Toyota,['RAV4'],2019.0,"26,472",Automatic,2.5L Inline-4 Gas,Super White,Black,25 cty / 33 hwy,Gas,AWD,Placerville,CA,XLE AWD,0 reported accidents,Standard,,"24,990"
16527,Toyota,['Corolla'],2020.0,"20,838",Automatic,1.8L Inline-4 Gas,Blueprint,Unknown,30 cty / 38 hwy,Gas,FWD,Carlsbad,CA,LE CVT,0 reported accidents,Standard,,"17,991"
16528,Toyota,['Prius'],2012.0,"97,356",Automatic,1.8L Inline-4 Hybrid,Black,Gray,51 cty / 48 hwy,Hybrid,FWD,Ocoee,FL,Three,0 reported accidents,Standard,,"7,450"
16529,Toyota,['Camry'],2019.0,"35,135",Automatic,2.5L Inline-4 Gas,Predawn Gray Mica,Ash,28 cty / 39 hwy,Gas,FWD,Arlington,TX,SE Automatic,0 reported accidents,Standard,,"18,990"
16530,Kia,['Sorento'],2016.0,"71,429",Automatic,2.4L Inline-4 Gas,Remington Red,Satin Black,21 cty / 29 hwy,Gas,FWD,Collierville,TN,LX I4 FWD,0 reported accidents,Fully Loaded,,"11,994"
16531,Dodge,['Durango'],2019.0,"16,227",Automatic,3.6L V-6 Gas,Db Black Clearcoat,Black,18 cty / 25 hwy,Gas,AWD,Scottsdale,AZ,GT Plus AWD,0 reported accidents,Standard,,"29,590"
16532,Kia,['Soul'],2019.0,"30,968",Automatic,2.0L Inline-4 Gas,Shadow Black,Black,25 cty / 30 hwy,Gas,FWD,Indianapolis,IN,+ Automatic,0 reported accidents,Standard,,"14,700"
16533,Chevrolet,"['Silverado', '1500']",2020.0,"7,680",Automatic,,Black,Jet Black,19 cty / 22 hwy,Gas,4WD,Hoover,AL,,0 reported accidents,Well Equipped,Standard Bed,"35,000"
16534,Dodge,['Durango'],2019.0,"33,272",Automatic,3.6L V-6 Gas,Billet Clearcoat,Black,19 cty / 26 hwy,Gas,RWD,Collierville,TN,GT Plus RWD,0 reported accidents,Standard,,"27,500"
16535,Toyota,['Camry'],2019.0,"34,266",Automatic,2.5L Inline-4 Gas,,Black,28 cty / 39 hwy,Gas,FWD,Jacksonville,FL,SE Automatic,0 reported accidents,Standard,,"18,881"
16536,Dodge,['Charger'],2019.0,"38,026",Automatic,3.6L V-6 Gas,,Black,19 cty / 30 hwy,Gas,RWD,Chicago,IL,GT RWD,0 reported accidents,Minimal Options,,"21,500"
16537,Mercedes-Benz,['GLC'],2017.0,"36,370",Automatic,,Polar White,Black,22 cty / 28 hwy,Gas,RWD,Boerne,TX,GLC 300 SUV RWD,0 reported accidents,,,"28,979"
16538,Kia,['Soul'],2019.0,"36,324",Automatic,2.0L Inline-4 Gas,Bright Silver,Black,25 cty / 30 hwy,Gas,FWD,Lewis Center,OH,+ Automatic,0 reported accidents,Standard,,"13,254"
16539,Ford,['Fiesta'],2019.0,"18,424",Manual,1.6L Inline-4 Gas,,Charcoal Black,27 cty / 35 hwy,Gas,FWD,Hampton,VA,SE Sedan,0 reported accidents,Standard,,"11,933"
16540,Maybach,['57S'],2008.0,"20,339",Automatic,6.0L V-12 Gas Turbocharged,,Black/Silver,10 cty / 16 hwy,Gas,RWD,Fort Lauderdale,FL,4dr Sedan,0 reported accidents,Standard,,"99,900"
16541,Honda,['Accord'],2013.0,"114,560",Automatic,2.4L Inline-4 Gas,White Orchid Pearl,Black,26 cty / 35 hwy,Gas,FWD,Brockton,MA,Sport Sedan I4 CVT,0 reported accidents,Standard,,"9,999"
16542,Nissan,['Armada'],2019.0,"38,687",Automatic,5.6L V-8 Gas,Hermosa Blue Pearl,Charcoal,13 cty / 18 hwy,Gas,AWD,Newberry,SC,SL AWD,0 reported accidents,Standard,,"32,500"
16543,Hyundai,['Sonata'],2015.0,"110,676",Automatic,2.4L Inline-4 Gas,Venetian Red,Gray,25 cty / 37 hwy,Gas,FWD,Bristol,WI,SE 2.4L,1 reported accidents,Standard,,"6,958"
16544,Hyundai,['Sonata'],2016.0,"63,889",Automatic,2.4L Inline-4 Gas,Lakeside Blue,Gray,25 cty / 38 hwy,Gas,FWD,Mchenry,IL,SE 2.4L,0 reported accidents,Minimal Options,,"9,988"
16545,Ram,"['1500', 'Classic']",2019.0,"13,503",Automatic,5.7L V-8 Gas,,Diesel Gray/Black,15 cty / 22 hwy,Gas,RWD,Mesa,AZ,,0 reported accidents,Minimal Options,Standard Bed,"28,988"
16546,Toyota,['Camry'],2014.0,"60,169",Automatic,2.5L Inline-4 Gas,Gray,Gray,25 cty / 35 hwy,Gas,FWD,West Chester,OH,2014 L I4 Automatic,1 reported accidents,Standard,,"8,995"
16547,Ford,['Flex'],2019.0,"27,431",Automatic,3.5L V-6 Gas,,Tan,16 cty / 22 hwy,Gas,AWD,Middlesboro,KY,SEL AWD,0 reported accidents,Standard,,"21,000"
16548,Chrysler,['300'],2019.0,"36,692",Automatic,3.6L V-6 Gas,,Black,19 cty / 30 hwy,Gas,RWD,Gonzales,LA,Limited RWD,0 reported accidents,Standard,,"19,775"
16549,GMC,['Terrain'],2019.0,"40,325",Automatic,,Summit White,Jet Black,26 cty / 30 hwy,Gas,FWD,Metairie,LA,SLT FWD,0 reported accidents,Minimal Options,,"18,760"
16550,Chevrolet,['Equinox'],2012.0,"147,112",Automatic,2.4L Inline-4 Gas,Black,Jet Black,22 cty / 32 hwy,Gas,FWD,Costa Mesa,CA,LT with 1LT FWD,2 reported accidents,Standard,,"5,999"
16551,Lexus,['RX'],2017.0,"33,698",Automatic,3.5L V-6 Gas,Matador Red Mica,Noble Brown,20 cty / 27 hwy,Gas,FWD,San Antonio,TX,RX 350 FWD,0 reported accidents,Standard,,"33,995"
16552,Hyundai,"['Santa', 'Fe']",2019.0,"26,793",Automatic,2.4L Inline-4 Gas,Quartz White,Unknown,21 cty / 27 hwy,Gas,AWD,Colorado Springs,CO,SE 2.4L AWD,0 reported accidents,Minimal Options,,"18,694"
16553,Hyundai,"['Santa', 'Fe']",2019.0,"30,130",Automatic,2.4L Inline-4 Gas,Quartz White,Unknown,21 cty / 27 hwy,Gas,AWD,Colorado Springs,CO,SE 2.4L AWD,0 reported accidents,Minimal Options,,"18,693"
16554,Ford,['Focus'],2010.0,"87,486",Manual,2.0L Inline-4 Gas,Black,Medium Stone,24 cty / 35 hwy,Gas,FWD,Warner Robins,GA,S Sedan,2 reported accidents,Standard,,"3,599"
16555,Chevrolet,['Tahoe'],2019.0,"20,176",Automatic,5.3L V-8 Gas,,Jet Black,15 cty / 21 hwy,Gas,4WD,Plainfield,IN,LT 4WD,0 reported accidents,Fully Loaded,,"43,500"
16556,Nissan,['Altima'],2014.0,"96,084",Automatic,2.5L Inline-4 Gas,Black,Unknown,27 cty / 38 hwy,Gas,FWD,Colorado Springs,CO,2.5,1 reported accidents,Standard,,"7,625"
16557,Hyundai,['Veloster'],2017.0,"9,938",Automatic,1.6L Inline-4 Gas,,Black,28 cty / 35 hwy,Gas,FWD,Tampa,FL,Value Edition DCT,0 reported accidents,Standard,,"11,984"
16558,Hyundai,['Elantra'],2019.0,"34,543",Automatic,2.0L Inline-4 Gas,Symphony Silver,Gray,28 cty / 37 hwy,Gas,FWD,Pittsburg,CA,SEL 2.0L Automatic,0 reported accidents,Minimal Options,,"13,857"
16559,Chrysler,['300'],2019.0,"31,433",Automatic,3.6L V-6 Gas,,Black,19 cty / 30 hwy,Gas,RWD,Metairie,LA,Limited RWD,0 reported accidents,Standard,,"20,995"
16560,Kia,['Optima'],2017.0,"34,134",Automatic,2.4L Inline-4 Gas,Aurora Black,Black,25 cty / 36 hwy,Gas,FWD,Charleston,SC,LX,0 reported accidents,Fully Loaded,,"12,279"
16561,Nissan,['Altima'],2017.0,"104,968",Automatic,2.5L Inline-4 Gas,Gun Metallic,Charcoal,27 cty / 39 hwy,Gas,FWD,Dallas,TX,2.5 S,1 reported accidents,Standard,,"9,995"
16562,Nissan,['Rogue'],2019.0,"21,593",Automatic,2.5L Inline-4 Gas,,Charcoal,25 cty / 32 hwy,Gas,AWD,Fort Smith,AR,SV AWD,0 reported accidents,Minimal Options,,"19,998"
16563,Cadillac,['Escalade'],2007.0,"126,511",Automatic,6.2L V-8 Gas,,Beige,13 cty / 19 hwy,Gas,AWD,Evanston,IL,AWD,0 reported accidents,Standard,,"9,500"
16564,Ford,['Fusion'],2019.0,"43,255",Automatic,,Agate Black,Ebony,20 cty / 29 hwy,Gas,AWD,Arlington,TX,Titanium AWD,0 reported accidents,Standard,,"16,799"
16565,Ford,['Fiesta'],2019.0,"19,638",Automatic,1.6L Inline-4 Gas,Oxford White,Charcoal Black,27 cty / 35 hwy,Gas,FWD,Phoenix,AZ,SE Sedan,0 reported accidents,Standard,,"10,997"
16566,Hyundai,['Elantra'],2019.0,"32,668",Automatic,2.0L Inline-4 Gas,Phantom Black,Black,28 cty / 37 hwy,Gas,FWD,Corpus Christi,TX,SEL 2.0L Automatic,0 reported accidents,Minimal Options,,"14,708"
16567,Kia,['Forte'],2017.0,"56,000",Automatic,2.0L Inline-4 Gas,Aurora Black,Black,29 cty / 38 hwy,Gas,FWD,Birmingham,AL,LX Sedan Automatic,1 reported accidents,Well Equipped,,"9,500"
16568,Ford,['Taurus'],1999.0,"136,580",Automatic,3.0L V-6 Gas,,,20 cty / 28 hwy,Gas,FWD,Port Orange,FL,SE Sedan,0 reported accidents,Standard,,"1,995"
16569,Chevrolet,['Suburban'],2006.0,"215,785",Automatic,8.1L V-8 Gas,Silver,Gray,N/A cty / N/A hwy,Gas,4WD,Duncan,OK,LS 2500 4WD,0 reported accidents,Standard,,"5,999"
16570,Saturn,['VUE'],2006.0,"166,909",Automatic,2.2L Inline-4 Gas,Silver Nickel,Grey,22 cty / 27 hwy,Gas,FWD,Bellevue,NE,FWD Auto,1 reported accidents,Standard,,"3,000"
16571,Chevrolet,['Tahoe'],2019.0,"37,702",Automatic,5.3L V-8 Gas,Summit White,Jet Black,15 cty / 21 hwy,Gas,4WD,Boise,ID,LT 4WD,0 reported accidents,Minimal Options,,"38,999"
16572,Toyota,['Camry'],2019.0,"36,963",Automatic,2.5L Inline-4 Gas,Super White,Black,28 cty / 39 hwy,Gas,FWD,Ardmore,PA,SE Automatic,0 reported accidents,Standard,,"20,665"
16573,Lexus,['GX'],2005.0,"135,756",Automatic,4.7L V-8 Gas,White,Gray,15 cty / 19 hwy,Gas,4WD,Belton,MO,GX 470,1 reported accidents,Standard,,"9,488"
16574,Chevrolet,['Traverse'],2012.0,"98,600",Automatic,3.6L V-6 Gas,Gold Mist Metallic,Ebony,17 cty / 24 hwy,Gas,FWD,Glendale,AZ,LT with 1LT FWD,0 reported accidents,Standard,,"8,000"
16575,Chevrolet,"['Express', 'Passenger']",2019.0,"25,897",Automatic,6.0L V-8 Gas,Summit White,Medium Pewter,N/A cty / N/A hwy,Gas,RWD,Dunn,NC,3500 LT LWB,0 reported accidents,Well Equipped,,"22,975"
16576,Nissan,['Rogue'],2019.0,"26,084",Automatic,2.5L Inline-4 Gas,,Charcoal,26 cty / 33 hwy,Gas,FWD,Houston,TX,SV FWD,0 reported accidents,Standard,,"16,588"
16577,Nissan,['Sentra'],2019.0,"9,563",Automatic,1.8L Inline-4 Gas,Fresh Powder,Charcoal,29 cty / 37 hwy,Gas,FWD,Miami Gardens,FL,SV CVT,1 reported accidents,Minimal Options,,"11,700"
16578,Mercedes-Benz,['CLS'],2006.0,"129,304",Automatic,5.0L V-8 Gas,Black,Black,16 cty / 22 hwy,Gas,RWD,Jacksonville,FL,CLS 600,0 reported accidents,Standard,,"7,991"
16579,Nissan,['Sentra'],2019.0,"18,218",Automatic,1.8L Inline-4 Gas,Red Alert,Charcoal,29 cty / 37 hwy,Gas,FWD,Greatneck,NY,SV CVT,0 reported accidents,Well Equipped,,"10,495"
16580,Jeep,['Cherokee'],2015.0,"70,389",Automatic,3.2L V-6 Gas,,,21 cty / 28 hwy,Gas,4WD,Temple Hills,MD,Latitude 4WD,0 reported accidents,Well Equipped,,"11,449"
16581,Ford,['F-150'],2018.0,"29,966",Automatic,5.0L V-8 Gas,Oxford White,Medium Earth Gray,18 cty / 23 hwy,Gas,4WD,Yerington,NV,XL SuperCrew 5.5\' Box 4WD,0 reported accidents,Standard,Short Bed,"27,900"
16582,Lincoln,['MKX'],2010.0,"66,106",Automatic,3.5L V-6 Gas,,White,18 cty / 25 hwy,Gas,FWD,Ocoee,FL,FWD,0 reported accidents,Standard,,"8,875"
16583,Kia,['Soul'],2016.0,"76,885",Automatic,2.0L Inline-4 Gas,Clear White,Black,24 cty / 31 hwy,Gas,FWD,Branson,MO,+ Automatic,1 reported accidents,Minimal Options,,"9,850"
16584,Ford,['Fusion'],2019.0,"36,556",Automatic,2.0L Inline-4 Hybrid,Magnetic Metallic,Ebony,43 cty / 41 hwy,Hybrid,FWD,Statesboro,GA,Hybrid Titanium FWD,0 reported accidents,Standard,,"18,000"
16585,Ram,"['1500', 'Classic']",2019.0,"16,168",Automatic,5.7L V-8 Gas,,Diesel Gray/Black,15 cty / 22 hwy,Gas,RWD,Arlington,TX,,0 reported accidents,Minimal Options,Standard Bed,"25,920"
16586,Toyota,['RAV4'],2019.0,"26,472",Automatic,2.5L Inline-4 Gas,Super White,Black,25 cty / 33 hwy,Gas,AWD,Placerville,CA,XLE AWD,0 reported accidents,Standard,,"24,990"
16587,Toyota,['Corolla'],2020.0,"20,838",Automatic,1.8L Inline-4 Gas,Blueprint,Unknown,30 cty / 38 hwy,Gas,FWD,Carlsbad,CA,LE CVT,0 reported accidents,Standard,,"17,991"
16588,Toyota,['Prius'],2012.0,"97,356",Automatic,1.8L Inline-4 Hybrid,Black,Gray,51 cty / 48 hwy,Hybrid,FWD,Ocoee,FL,Three,0 reported accidents,Standard,,"7,450"
16589,Toyota,['Camry'],2019.0,"35,135",Automatic,2.5L Inline-4 Gas,Predawn Gray Mica,Ash,28 cty / 39 hwy,Gas,FWD,Arlington,TX,SE Automatic,0 reported accidents,Standard,,"18,990"
16590,Kia,['Sorento'],2016.0,"71,429",Automatic,2.4L Inline-4 Gas,Remington Red,Satin Black,21 cty / 29 hwy,Gas,FWD,Collierville,TN,LX I4 FWD,0 reported accidents,Fully Loaded,,"11,994"
16591,Dodge,['Durango'],2019.0,"16,227",Automatic,3.6L V-6 Gas,Db Black Clearcoat,Black,18 cty / 25 hwy,Gas,AWD,Scottsdale,AZ,GT Plus AWD,0 reported accidents,Standard,,"29,590"
16592,Kia,['Soul'],2019.0,"30,968",Automatic,2.0L Inline-4 Gas,Shadow Black,Black,25 cty / 30 hwy,Gas,FWD,Indianapolis,IN,+ Automatic,0 reported accidents,Standard,,"14,700"
16593,Chevrolet,"['Silverado', '1500']",2020.0,"7,680",Automatic,,Black,Jet Black,19 cty / 22 hwy,Gas,4WD,Hoover,AL,,0 reported accidents,Well Equipped,Standard Bed,"35,000"
16594,Dodge,['Durango'],2019.0,"33,272",Automatic,3.6L V-6 Gas,Billet Clearcoat,Black,19 cty / 26 hwy,Gas,RWD,Collierville,TN,GT Plus RWD,0 reported accidents,Standard,,"27,500"
16595,Toyota,['Camry'],2019.0,"34,266",Automatic,2.5L Inline-4 Gas,,Black,28 cty / 39 hwy,Gas,FWD,Jacksonville,FL,SE Automatic,0 reported accidents,Standard,,"18,881"
16596,Dodge,['Charger'],2019.0,"38,026",Automatic,3.6L V-6 Gas,,Black,19 cty / 30 hwy,Gas,RWD,Chicago,IL,GT RWD,0 reported accidents,Minimal Options,,"21,500"
16597,Mercedes-Benz,['GLC'],2017.0,"36,370",Automatic,,Polar White,Black,22 cty / 28 hwy,Gas,RWD,Boerne,TX,GLC 300 SUV RWD,0 reported accidents,,,"28,979"
16598,Kia,['Soul'],2019.0,"36,324",Automatic,2.0L Inline-4 Gas,Bright Silver,Black,25 cty / 30 hwy,Gas,FWD,Lewis Center,OH,+ Automatic,0 reported accidents,Standard,,"13,254"
16599,Ford,['Fiesta'],2019.0,"18,424",Manual,1.6L Inline-4 Gas,,Charcoal Black,27 cty / 35 hwy,Gas,FWD,Hampton,VA,SE Sedan,0 reported accidents,Standard,,"11,933"
16600,Maybach,['57S'],2008.0,"20,339",Automatic,6.0L V-12 Gas Turbocharged,,Black/Silver,10 cty / 16 hwy,Gas,RWD,Fort Lauderdale,FL,4dr Sedan,0 reported accidents,Standard,,"99,900"
16601,Honda,['Accord'],2013.0,"114,560",Automatic,2.4L Inline-4 Gas,White Orchid Pearl,Black,26 cty / 35 hwy,Gas,FWD,Brockton,MA,Sport Sedan I4 CVT,0 reported accidents,Standard,,"9,999"
16602,Nissan,['Armada'],2019.0,"38,687",Automatic,5.6L V-8 Gas,Hermosa Blue Pearl,Charcoal,13 cty / 18 hwy,Gas,AWD,Newberry,SC,SL AWD,0 reported accidents,Standard,,"32,500"
16603,Hyundai,['Sonata'],2015.0,"110,676",Automatic,2.4L Inline-4 Gas,Venetian Red,Gray,25 cty / 37 hwy,Gas,FWD,Bristol,WI,SE 2.4L,1 reported accidents,Standard,,"6,958"
16604,Hyundai,['Sonata'],2016.0,"63,889",Automatic,2.4L Inline-4 Gas,Lakeside Blue,Gray,25 cty / 38 hwy,Gas,FWD,Mchenry,IL,SE 2.4L,0 reported accidents,Minimal Options,,"9,988"
16605,Ram,"['1500', 'Classic']",2019.0,"13,503",Automatic,5.7L V-8 Gas,,Diesel Gray/Black,15 cty / 22 hwy,Gas,RWD,Mesa,AZ,,0 reported accidents,Minimal Options,Standard Bed,"28,988"
16606,Toyota,['Camry'],2014.0,"60,169",Automatic,2.5L Inline-4 Gas,Gray,Gray,25 cty / 35 hwy,Gas,FWD,West Chester,OH,2014 L I4 Automatic,1 reported accidents,Standard,,"8,995"
16607,Ford,['Flex'],2019.0,"27,431",Automatic,3.5L V-6 Gas,,Tan,16 cty / 22 hwy,Gas,AWD,Middlesboro,KY,SEL AWD,0 reported accidents,Standard,,"21,000"
16608,Chrysler,['300'],2019.0,"36,692",Automatic,3.6L V-6 Gas,,Black,19 cty / 30 hwy,Gas,RWD,Gonzales,LA,Limited RWD,0 reported accidents,Standard,,"19,775"
16609,GMC,['Terrain'],2019.0,"40,325",Automatic,,Summit White,Jet Black,26 cty / 30 hwy,Gas,FWD,Metairie,LA,SLT FWD,0 reported accidents,Minimal Options,,"18,760"
16610,Chevrolet,['Equinox'],2012.0,"147,112",Automatic,2.4L Inline-4 Gas,Black,Jet Black,22 cty / 32 hwy,Gas,FWD,Costa Mesa,CA,LT with 1LT FWD,2 reported accidents,Standard,,"5,999"
16611,Lexus,['RX'],2017.0,"33,698",Automatic,3.5L V-6 Gas,Matador Red Mica,Noble Brown,20 cty / 27 hwy,Gas,FWD,San Antonio,TX,RX 350 FWD,0 reported accidents,Standard,,"33,995"
16612,Hyundai,"['Santa', 'Fe']",2019.0,"26,793",Automatic,2.4L Inline-4 Gas,Quartz White,Unknown,21 cty / 27 hwy,Gas,AWD,Colorado Springs,CO,SE 2.4L AWD,0 reported accidents,Minimal Options,,"18,694"
16613,Hyundai,"['Santa', 'Fe']",2019.0,"30,130",Automatic,2.4L Inline-4 Gas,Quartz White,Unknown,21 cty / 27 hwy,Gas,AWD,Colorado Springs,CO,SE 2.4L AWD,0 reported accidents,Minimal Options,,"18,693"
16614,Ford,['Focus'],2010.0,"87,486",Manual,2.0L Inline-4 Gas,Black,Medium Stone,24 cty / 35 hwy,Gas,FWD,Warner Robins,GA,S Sedan,2 reported accidents,Standard,,"3,599"
